brand,model,averageSellingPrice,fuelType,transmission,about
Nissan,Corolla 2021,44019,Electric,Manual,"The Nissan Corolla 2021 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Toyota,Elantra 2020,41656,Diesel,Manual,"The Toyota Elantra 2020 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Mercedes,Model 3 2018,21246,Petrol,Automatic,"The Mercedes Model 3 2018 is a Petrol car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Honda,Corolla 2023,20212,Petrol,Automatic,"The Honda Corolla 2023 is a Petrol car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
BMW,Model 3 2020,53576,Electric,Automatic,"The BMW Model 3 2020 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Audi,Civic 2018,57109,Petrol,Manual,"The Audi Civic 2018 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Mercedes,A4 2021,44372,Electric,Manual,"The Mercedes A4 2021 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Tesla,Altima 2020,68676,Petrol,Manual,"The Tesla Altima 2020 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Hyundai,Golf 2020,58753,Electric,Automatic,"The Hyundai Golf 2020 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Tesla,Civic 2021,18906,Electric,Automatic,"The Tesla Civic 2021 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Volkswagen,Elantra 2023,18983,Diesel,Manual,"The Volkswagen Elantra 2023 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Volkswagen,Elantra 2019,20492,Petrol,Automatic,"The Volkswagen Elantra 2019 is a Petrol car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Tesla,A4 2019,39668,Electric,Automatic,"The Tesla A4 2019 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Volkswagen,Altima 2021,60845,Petrol,Manual,"The Volkswagen Altima 2021 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Audi,Altima 2018,67994,Petrol,Manual,"The Audi Altima 2018 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Mercedes,A4 2018,38434,Petrol,Manual,"The Mercedes A4 2018 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Tesla,Elantra 2023,44365,Petrol,Automatic,"The Tesla Elantra 2023 is a Petrol car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Nissan,C-Class 2023,61392,Electric,Automatic,"The Nissan C-Class 2023 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Ford,Corolla 2023,19495,Electric,Automatic,"The Ford Corolla 2023 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Audi,Elantra 2022,40501,Diesel,Automatic,"The Audi Elantra 2022 is a Diesel car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Nissan,Corolla 2023,40251,Electric,Automatic,"The Nissan Corolla 2023 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
BMW,Corolla 2021,21395,Diesel,Manual,"The BMW Corolla 2021 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Toyota,Golf 2022,68571,Diesel,Automatic,"The Toyota Golf 2022 is a Diesel car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Volkswagen,Elantra 2018,31068,Petrol,Automatic,"The Volkswagen Elantra 2018 is a Petrol car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Audi,C-Class 2022,16478,Electric,Manual,"The Audi C-Class 2022 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Ford,Elantra 2022,62446,Petrol,Automatic,"The Ford Elantra 2022 is a Petrol car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Audi,C-Class 2018,64080,Petrol,Manual,"The Audi C-Class 2018 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
BMW,Mustang 2020,22694,Diesel,Automatic,"The BMW Mustang 2020 is a Diesel car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Volkswagen,C-Class 2018,48399,Diesel,Automatic,"The Volkswagen C-Class 2018 is a Diesel car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Ford,X5 2022,35404,Petrol,Manual,"The Ford X5 2022 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Ford,Corolla 2021,42866,Electric,Automatic,"The Ford Corolla 2021 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Audi,Civic 2023,31127,Petrol,Automatic,"The Audi Civic 2023 is a Petrol car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Honda,Mustang 2020,21805,Electric,Automatic,"The Honda Mustang 2020 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Volkswagen,Corolla 2021,29060,Petrol,Manual,"The Volkswagen Corolla 2021 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
BMW,X5 2018,42105,Petrol,Manual,"The BMW X5 2018 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Volkswagen,Civic 2022,17185,Diesel,Automatic,"The Volkswagen Civic 2022 is a Diesel car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Ford,C-Class 2023,34498,Electric,Automatic,"The Ford C-Class 2023 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Volkswagen,Golf 2020,62394,Electric,Manual,"The Volkswagen Golf 2020 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
BMW,Mustang 2019,23042,Diesel,Manual,"The BMW Mustang 2019 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Mercedes,C-Class 2020,63651,Petrol,Manual,"The Mercedes C-Class 2020 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Tesla,Mustang 2022,49926,Petrol,Automatic,"The Tesla Mustang 2022 is a Petrol car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Ford,C-Class 2018,47914,Petrol,Automatic,"The Ford C-Class 2018 is a Petrol car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Tesla,X5 2023,57174,Electric,Automatic,"The Tesla X5 2023 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
BMW,A4 2023,53483,Petrol,Automatic,"The BMW A4 2023 is a Petrol car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Honda,Model 3 2023,52401,Diesel,Manual,"The Honda Model 3 2023 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Toyota,Golf 2019,18088,Electric,Manual,"The Toyota Golf 2019 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Hyundai,Elantra 2020,32267,Petrol,Manual,"The Hyundai Elantra 2020 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Nissan,Altima 2019,28407,Diesel,Automatic,"The Nissan Altima 2019 is a Diesel car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Nissan,Golf 2022,36617,Diesel,Automatic,"The Nissan Golf 2022 is a Diesel car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
BMW,Elantra 2023,59437,Electric,Manual,"The BMW Elantra 2023 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Tesla,Golf 2020,29108,Diesel,Automatic,"The Tesla Golf 2020 is a Diesel car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Toyota,Elantra 2020,53540,Petrol,Automatic,"The Toyota Elantra 2020 is a Petrol car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Volkswagen,Mustang 2022,49652,Diesel,Manual,"The Volkswagen Mustang 2022 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Mercedes,Corolla 2018,51972,Petrol,Automatic,"The Mercedes Corolla 2018 is a Petrol car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Tesla,Elantra 2020,68420,Diesel,Manual,"The Tesla Elantra 2020 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Audi,Mustang 2022,33260,Diesel,Manual,"The Audi Mustang 2022 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Volkswagen,Corolla 2019,47368,Electric,Manual,"The Volkswagen Corolla 2019 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Ford,Corolla 2023,68326,Petrol,Manual,"The Ford Corolla 2023 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Ford,Model 3 2018,52965,Electric,Manual,"The Ford Model 3 2018 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Ford,Civic 2022,64100,Petrol,Manual,"The Ford Civic 2022 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Hyundai,A4 2018,46013,Petrol,Manual,"The Hyundai A4 2018 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Audi,A4 2023,50513,Diesel,Manual,"The Audi A4 2023 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Nissan,Corolla 2020,48348,Electric,Automatic,"The Nissan Corolla 2020 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Mercedes,Golf 2022,62546,Petrol,Manual,"The Mercedes Golf 2022 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Audi,Elantra 2019,66640,Electric,Manual,"The Audi Elantra 2019 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
BMW,Civic 2019,23268,Petrol,Automatic,"The BMW Civic 2019 is a Petrol car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
BMW,Model 3 2020,67970,Petrol,Manual,"The BMW Model 3 2020 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Tesla,C-Class 2019,58632,Diesel,Automatic,"The Tesla C-Class 2019 is a Diesel car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Audi,Elantra 2018,38763,Diesel,Manual,"The Audi Elantra 2018 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Hyundai,A4 2023,36541,Petrol,Manual,"The Hyundai A4 2023 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Mercedes,Model 3 2023,28680,Electric,Automatic,"The Mercedes Model 3 2023 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Toyota,X5 2021,47669,Petrol,Manual,"The Toyota X5 2021 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Audi,Mustang 2022,33045,Electric,Automatic,"The Audi Mustang 2022 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Tesla,Mustang 2023,15996,Petrol,Manual,"The Tesla Mustang 2023 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Mercedes,X5 2020,59421,Petrol,Automatic,"The Mercedes X5 2020 is a Petrol car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Volkswagen,Civic 2020,61428,Electric,Manual,"The Volkswagen Civic 2020 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Nissan,Model 3 2019,58063,Diesel,Manual,"The Nissan Model 3 2019 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
BMW,Elantra 2023,44502,Electric,Manual,"The BMW Elantra 2023 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Tesla,Mustang 2022,18035,Petrol,Manual,"The Tesla Mustang 2022 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Toyota,X5 2019,31596,Petrol,Manual,"The Toyota X5 2019 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Honda,Elantra 2019,16725,Electric,Manual,"The Honda Elantra 2019 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Nissan,C-Class 2023,68791,Petrol,Manual,"The Nissan C-Class 2023 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Honda,Elantra 2021,31882,Petrol,Manual,"The Honda Elantra 2021 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Volkswagen,Civic 2022,32063,Electric,Automatic,"The Volkswagen Civic 2022 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Ford,Elantra 2021,47802,Electric,Automatic,"The Ford Elantra 2021 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Nissan,Golf 2020,44757,Diesel,Manual,"The Nissan Golf 2020 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Honda,Mustang 2018,58329,Electric,Manual,"The Honda Mustang 2018 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Tesla,Model 3 2022,30275,Diesel,Manual,"The Tesla Model 3 2022 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Honda,Model 3 2020,46792,Petrol,Automatic,"The Honda Model 3 2020 is a Petrol car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Mercedes,X5 2022,38778,Petrol,Automatic,"The Mercedes X5 2022 is a Petrol car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Honda,Civic 2023,18055,Electric,Automatic,"The Honda Civic 2023 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Ford,A4 2023,67814,Electric,Automatic,"The Ford A4 2023 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Nissan,Elantra 2023,18798,Petrol,Manual,"The Nissan Elantra 2023 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Toyota,Mustang 2019,16728,Petrol,Manual,"The Toyota Mustang 2019 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Tesla,Elantra 2018,33369,Electric,Manual,"The Tesla Elantra 2018 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Ford,Altima 2020,59617,Diesel,Manual,"The Ford Altima 2020 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
BMW,X5 2023,35790,Diesel,Manual,"The BMW X5 2023 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Hyundai,Golf 2022,39402,Petrol,Manual,"The Hyundai Golf 2022 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Nissan,Elantra 2022,25585,Petrol,Manual,"The Nissan Elantra 2022 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Ford,Civic 2020,22902,Petrol,Manual,"The Ford Civic 2020 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Ford,Mustang 2023,62668,Diesel,Manual,"The Ford Mustang 2023 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
BMW,X5 2022,69204,Electric,Automatic,"The BMW X5 2022 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Toyota,Golf 2021,69973,Petrol,Manual,"The Toyota Golf 2021 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Tesla,Corolla 2022,26745,Diesel,Manual,"The Tesla Corolla 2022 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Hyundai,C-Class 2018,60811,Petrol,Manual,"The Hyundai C-Class 2018 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Honda,Mustang 2022,36368,Petrol,Manual,"The Honda Mustang 2022 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Honda,Mustang 2020,55467,Diesel,Manual,"The Honda Mustang 2020 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
BMW,A4 2018,43151,Electric,Manual,"The BMW A4 2018 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Toyota,Elantra 2023,28071,Electric,Automatic,"The Toyota Elantra 2023 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Ford,A4 2018,31364,Diesel,Automatic,"The Ford A4 2018 is a Diesel car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Mercedes,Golf 2021,52748,Electric,Automatic,"The Mercedes Golf 2021 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Mercedes,Model 3 2018,69503,Diesel,Automatic,"The Mercedes Model 3 2018 is a Diesel car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Honda,Golf 2018,49491,Diesel,Manual,"The Honda Golf 2018 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Nissan,Mustang 2020,31276,Petrol,Automatic,"The Nissan Mustang 2020 is a Petrol car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Volkswagen,Model 3 2021,59655,Electric,Automatic,"The Volkswagen Model 3 2021 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Hyundai,X5 2018,20350,Petrol,Automatic,"The Hyundai X5 2018 is a Petrol car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Honda,Altima 2021,62010,Petrol,Manual,"The Honda Altima 2021 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Toyota,Altima 2018,20349,Petrol,Automatic,"The Toyota Altima 2018 is a Petrol car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Ford,Corolla 2020,36765,Electric,Manual,"The Ford Corolla 2020 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Audi,Corolla 2022,28985,Petrol,Manual,"The Audi Corolla 2022 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Volkswagen,Civic 2020,57595,Electric,Automatic,"The Volkswagen Civic 2020 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
BMW,Civic 2019,44891,Diesel,Automatic,"The BMW Civic 2019 is a Diesel car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Audi,Golf 2021,16193,Diesel,Automatic,"The Audi Golf 2021 is a Diesel car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Ford,Elantra 2021,37284,Petrol,Manual,"The Ford Elantra 2021 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Toyota,Civic 2020,24643,Diesel,Automatic,"The Toyota Civic 2020 is a Diesel car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Mercedes,Elantra 2018,41171,Diesel,Automatic,"The Mercedes Elantra 2018 is a Diesel car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Tesla,Golf 2023,24850,Diesel,Manual,"The Tesla Golf 2023 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Audi,Model 3 2023,63049,Electric,Automatic,"The Audi Model 3 2023 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Volkswagen,A4 2022,33183,Diesel,Manual,"The Volkswagen A4 2022 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Toyota,Civic 2021,61639,Petrol,Manual,"The Toyota Civic 2021 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Hyundai,Corolla 2022,54224,Electric,Manual,"The Hyundai Corolla 2022 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Tesla,X5 2018,53031,Petrol,Manual,"The Tesla X5 2018 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Tesla,A4 2018,38249,Diesel,Manual,"The Tesla A4 2018 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Hyundai,Corolla 2021,50986,Electric,Manual,"The Hyundai Corolla 2021 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Toyota,Corolla 2021,52256,Petrol,Automatic,"The Toyota Corolla 2021 is a Petrol car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Toyota,A4 2019,52480,Diesel,Automatic,"The Toyota A4 2019 is a Diesel car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Hyundai,Model 3 2020,56700,Diesel,Manual,"The Hyundai Model 3 2020 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Toyota,Mustang 2019,28488,Petrol,Manual,"The Toyota Mustang 2019 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Tesla,Civic 2021,52622,Petrol,Manual,"The Tesla Civic 2021 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Ford,Mustang 2022,55248,Diesel,Manual,"The Ford Mustang 2022 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Tesla,Altima 2020,40422,Petrol,Automatic,"The Tesla Altima 2020 is a Petrol car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Ford,X5 2023,55088,Diesel,Manual,"The Ford X5 2023 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
BMW,Elantra 2018,37365,Electric,Manual,"The BMW Elantra 2018 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Nissan,C-Class 2020,27403,Electric,Manual,"The Nissan C-Class 2020 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Mercedes,Mustang 2022,69937,Petrol,Automatic,"The Mercedes Mustang 2022 is a Petrol car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Mercedes,A4 2022,25633,Electric,Manual,"The Mercedes A4 2022 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Nissan,Elantra 2022,29984,Diesel,Automatic,"The Nissan Elantra 2022 is a Diesel car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Honda,Civic 2023,66631,Diesel,Automatic,"The Honda Civic 2023 is a Diesel car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Ford,X5 2018,64772,Diesel,Automatic,"The Ford X5 2018 is a Diesel car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Volkswagen,Golf 2023,30408,Electric,Manual,"The Volkswagen Golf 2023 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Audi,A4 2022,68166,Electric,Automatic,"The Audi A4 2022 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Audi,A4 2019,45811,Electric,Manual,"The Audi A4 2019 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Tesla,X5 2019,23432,Electric,Automatic,"The Tesla X5 2019 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Hyundai,X5 2019,24767,Electric,Automatic,"The Hyundai X5 2019 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Honda,Civic 2019,52954,Petrol,Manual,"The Honda Civic 2019 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Audi,Corolla 2018,38758,Electric,Manual,"The Audi Corolla 2018 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Volkswagen,Mustang 2020,29247,Diesel,Manual,"The Volkswagen Mustang 2020 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Tesla,Elantra 2020,42390,Diesel,Manual,"The Tesla Elantra 2020 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Ford,A4 2020,62918,Diesel,Manual,"The Ford A4 2020 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Hyundai,Golf 2020,52462,Petrol,Automatic,"The Hyundai Golf 2020 is a Petrol car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
BMW,Golf 2018,32624,Petrol,Manual,"The BMW Golf 2018 is a Petrol car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Honda,C-Class 2023,34167,Electric,Manual,"The Honda C-Class 2023 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Ford,Corolla 2019,66667,Diesel,Manual,"The Ford Corolla 2019 is a Diesel car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Hyundai,X5 2021,69044,Electric,Automatic,"The Hyundai X5 2021 is a Electric car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Volkswagen,X5 2020,24556,Petrol,Automatic,"The Volkswagen X5 2020 is a Petrol car with Automatic transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Nissan,A4 2018,42440,Electric,Manual,"The Nissan A4 2018 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
BMW,Civic 2021,60427,Electric,Manual,"The BMW Civic 2021 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
Nissan,Model 3 2022,18374,Electric,Manual,"The Nissan Model 3 2022 is a Electric car with Manual transmission. It is known for its reliability and performance, making it a popular choice for drivers."
